id,file_name,frame_num,seq_id,width,height,corrupt,location,seq_num_frames,datetime,full_path,annotation_id,category_id,season,subject_id,count,standing,resting,moving,interacting,young_present,species_name
S3/I04/I04_R11/S3_I04_R11_IMAG1155,S3/I04/I04_R11/S3_I04_R11_IMAG1155.JPG,1,SER_S3#I04#11#453,2048,1536,False,I04,3,2011-10-17 07:01:07,../data/serengeti/images/S3_I04_R11_IMAG1155.JPG,19361fc0-91f8-11e9-9947-000d3a198845,13,S3,ASG00087q4,1,0.07,0.0,1.0,0.0,0.0,giraffe
S3/E02/E02_R11/S3_E02_R11_IMAG0756,S3/E02/E02_R11/S3_E02_R11_IMAG0756.JPG,2,SER_S3#E02#11#261,2048,1536,False,E02,3,2011-11-21 17:13:41,../data/serengeti/images/S3_E02_R11_IMAG0756.JPG,186b7cde-91f8-11e9-9391-000d3a198845,13,S3,ASG00094g5,1,0.39,0.0,0.56,0.0,0.0,giraffe
S3/H07/H07_R11/S3_H07_R11_IMAG0230,S3/H07/H07_R11/S3_H07_R11_IMAG0230.JPG,3,SER_S3#H07#11#85,2048,1536,False,H07,3,2011-10-23 13:18:37,../data/serengeti/images/S3_H07_R11_IMAG0230.JPG,19076e65-91f8-11e9-9633-000d3a198845,13,S3,ASG00084xd,1,0.0,0.0,1.0,0.0,0.0,giraffe
S5/J12/J12_R1/S5_J12_R1_IMAG0189,S5/J12/J12_R1/S5_J12_R1_IMAG0189.JPG,1,SER_S5#J12#1#98,2048,1536,False,J12,1,2012-06-23 03:20:10,../data/serengeti/images/S5_J12_R1_IMAG0189.JPG,21dbde8b-91f8-11e9-a276-000d3a198845,13,S5,ASG000qpdx,1,1.0,0.0,0.0,0.0,0.1,giraffe
S1/G04/G04_R1/S1_G04_R1_PICT2025,S1/G04/G04_R1/S1_G04_R1_PICT2025.JPG,3,SER_S1#G04#1#677,2048,1536,False,G04,3,2010-09-02 10:42:08,../data/serengeti/images/S1_G04_R1_PICT2025.JPG,11dcb766-91f8-11e9-9239-000d3a198845,13,S1,ASG00004tx,1,0.06,0.0,0.94,0.0,0.0,giraffe
S4/C03/C03_R1/S4_C03_R1_IMAG0336,S4/C03/C03_R1/S4_C03_R1_IMAG0336.JPG,3,SER_S4#C03#1#150,2048,1536,False,C03,3,2012-02-23 06:57:20,../data/serengeti/images/S4_C03_R1_IMAG0336.JPG,1b296439-91f8-11e9-b797-000d3a198845,13,S4,ASG000b4yl,1,0.0,0.0,1.0,0.0,0.0,giraffe
S5/P03/P03_R3/S5_P03_R3_IMAG1527,S5/P03/P03_R3/S5_P03_R3_IMAG1527.JPG,1,SER_S5#P03#3#829,2048,1536,False,P03,3,2012-11-13 15:32:19,../data/serengeti/images/S5_P03_R3_IMAG1527.JPG,235c3ce6-91f8-11e9-9ea4-000d3a198845,13,S5,ASG000sfuv,1,0.1,0.0,0.9,0.0,0.0,giraffe
S4/H05/H05_R2/S4_H05_R2_IMAG0552,S4/H05/H05_R2/S4_H05_R2_IMAG0552.JPG,2,SER_S4#H05#2#213,2048,1536,False,H05,3,2012-02-27 17:10:11,../data/serengeti/images/S4_H05_R2_IMAG0552.JPG,1c765660-91f8-11e9-a037-000d3a198845,13,S4,ASG000dwvb,1,0.24,0.0,0.76,0.0,0.0,giraffe
S6/I04/I04_R2/S6_I04_R2_IMAG0336,S6/I04/I04_R2/S6_I04_R2_IMAG0336.JPG,1,SER_S6#I04#2#144,2048,1536,False,I04,3,2013-03-05 17:59:42,../data/serengeti/images/S6_I04_R2_IMAG0336.JPG,262b13b0-91f8-11e9-9627-000d3a198845,13,S6,ASG000znvu,2,0.31,0.0,0.44,0.0,0.0,giraffe
S2/H07/H07_R2/S2_H07_R2_PICT2322,S2/H07/H07_R2/S2_H07_R2_PICT2322.JPG,2,SER_S2#H07#2#775,2048,1536,False,H07,3,2011-03-17 12:36:59,../data/serengeti/images/S2_H07_R2_PICT2322.JPG,15c3b576-91f8-11e9-943c-000d3a198845,13,S2,ASG0003xos,1,1.0,0.0,0.0,0.0,0.0,giraffe
S2/I04/I04_R2/S2_I04_R2_IMAG0034,S2/I04/I04_R2/S2_I04_R2_IMAG0034.JPG,3,SER_S2#I04#2#14,2048,1536,False,I04,3,2011-05-09 07:36:43,../data/serengeti/images/S2_I04_R2_IMAG0034.JPG,15f72139-91f8-11e9-8a74-000d3a198845,13,S2,ASG0005rsf,1,0.33,0.0,0.75,0.0,0.0,giraffe
S5/J06/J06_R1/S5_J06_R1_IMAG0374,S5/J06/J06_R1/S5_J06_R1_IMAG0374.JPG,1,SER_S5#J06#1#145,2048,1536,False,J06,3,2012-06-21 15:35:58,../data/serengeti/images/S5_J06_R1_IMAG0374.JPG,21c806b1-91f8-11e9-8b6b-000d3a198845,13,S5,ASG000qlgn,1,0.7,0.0,0.4,0.0,0.0,giraffe
S2/H08/H08_R1/S2_H08_R1_IMAG1249,S2/H08/H08_R1/S2_H08_R1_IMAG1249.JPG,2,SER_S2#H08#1#426,2048,1536,False,H08,3,2011-03-26 08:41:23,../data/serengeti/images/S2_H08_R1_IMAG1249.JPG,15d36bab-91f8-11e9-9a22-000d3a198845,13,S2,ASG0005mnk,1,1.0,0.0,0.0,0.0,0.0,giraffe
S6/I04/I04_R2/S6_I04_R2_IMAG0011,S6/I04/I04_R2/S6_I04_R2_IMAG0011.JPG,1,SER_S6#I04#2#5,2048,1536,False,I04,3,2013-02-07 18:57:40,../data/serengeti/images/S6_I04_R2_IMAG0011.JPG,2629dab0-91f8-11e9-9e2f-000d3a198845,13,S6,ASG000znrs,1,0.17,0.0,0.89,0.0,0.0,giraffe
S3/E02/E02_R11/S3_E02_R11_IMAG0757,S3/E02/E02_R11/S3_E02_R11_IMAG0757.JPG,3,SER_S3#E02#11#261,2048,1536,False,E02,3,2011-11-21 17:13:41,../data/serengeti/images/S3_E02_R11_IMAG0757.JPG,186b7cdf-91f8-11e9-9c9f-000d3a198845,13,S3,ASG00094g5,1,0.39,0.0,0.56,0.0,0.0,giraffe
S5/H01/H01_R3/S5_H01_R3_IMAG0071,S5/H01/H01_R3/S5_H01_R3_IMAG0071.JPG,2,SER_S5#H01#3#37,2048,1536,False,H01,3,2012-10-03 15:27:37,../data/serengeti/images/S5_H01_R3_IMAG0071.JPG,20f1f24d-91f8-11e9-9dcb-000d3a198845,13,S5,ASG000pl9f,1,0.0,0.0,1.0,0.0,0.0,giraffe
S2/U10/U10_R1/S2_U10_R1_IMAG0171,S2/U10/U10_R1/S2_U10_R1_IMAG0171.JPG,3,SER_S2#U10#1#67,2048,1536,False,U10,3,2011-03-25 09:07:16,../data/serengeti/images/S2_U10_R1_IMAG0171.JPG,17e81aad-91f8-11e9-b571-000d3a198845,13,S2,ASG00073hx,1,1.0,0.0,0.0,0.0,0.0,giraffe
S3/H07/H07_R11/S3_H07_R11_IMAG0242,S3/H07/H07_R11/S3_H07_R11_IMAG0242.JPG,2,SER_S3#H07#11#90,2048,1536,False,H07,3,2011-10-24 16:09:33,../data/serengeti/images/S3_H07_R11_IMAG0242.JPG,19076e71-91f8-11e9-ab4b-000d3a198845,13,S3,ASG00084vk,1,0.0,0.0,1.0,0.0,0.0,giraffe
S5/G03/G03_R1/S5_G03_R1_IMAG0020,S5/G03/G03_R1/S5_G03_R1_IMAG0020.JPG,3,SER_S5#G03#1#9,2048,1536,False,G03,3,2012-05-15 11:49:41,../data/serengeti/images/S5_G03_R1_IMAG0020.JPG,20b9caf3-91f8-11e9-bca3-000d3a198845,13,S5,ASG000p8x6,1,0.1,0.0,0.9,0.0,0.0,giraffe
S4/E03/E03_R1/S4_E03_R1_IMAG1127,S4/E03/E03_R1/S4_E03_R1_IMAG1127.JPG,2,SER_S4#E03#1#604,2048,1536,False,E03,3,2012-02-06 11:24:09,../data/serengeti/images/S4_E03_R1_IMAG1127.JPG,1bcdba46-91f8-11e9-93f5-000d3a198845,13,S4,ASG000dkfx,1,0.19,0.0,0.62,0.0,0.0,giraffe
S5/H06/H06_R1/S5_H06_R1_IMAG0047,S5/H06/H06_R1/S5_H06_R1_IMAG0047.JPG,1,SER_S5#H06#1#11,2048,1536,False,H06,1,2012-04-28 18:27:58,../data/serengeti/images/S5_H06_R1_IMAG0047.JPG,2115a790-91f8-11e9-9200-000d3a198845,13,S5,ASG000pr85,1,0.2,0.0,0.9,0.0,0.0,giraffe
S5/I06/I06_R2/S5_I06_R2_IMAG0966,S5/I06/I06_R2/S5_I06_R2_IMAG0966.JPG,1,SER_S5#I06#2#334,2048,1536,False,I06,3,2012-09-24 16:05:44,../data/serengeti/images/S5_I06_R2_IMAG0966.JPG,2172bc6a-91f8-11e9-9b64-000d3a198845,13,S5,ASG000q6p7,1,0.0,0.0,1.0,0.0,0.0,giraffe
S5/H01/H01_R1/S5_H01_R1_IMAG0097,S5/H01/H01_R1/S5_H01_R1_IMAG0097.JPG,2,SER_S5#H01#1#41,2048,1536,False,H01,3,2012-06-19 14:38:04,../data/serengeti/images/S5_H01_R1_IMAG0097.JPG,20f0b9cf-91f8-11e9-a573-000d3a198845,13,S5,ASG000pl0y,1,0.0,0.0,1.0,0.0,0.0,giraffe
S4/R09/R09_R2/S4_R09_R2_IMAG1299,S4/R09/R09_R2/S4_R09_R2_IMAG1299.JPG,1,SER_S4#R09#2#459,2048,1536,False,R09,3,2012-04-03 17:23:05,../data/serengeti/images/S4_R09_R2_IMAG1299.JPG,1e33489e-91f8-11e9-a456-000d3a198845,13,S4,ASG000f3hy,1,0.21,0.0,0.0,0.0,0.0,giraffe
S5/K10/K10_R3/S5_K10_R3_IMAG1151,S5/K10/K10_R3/S5_K10_R3_IMAG1151.JPG,2,SER_S5#K10#3#448,2048,1536,False,K10,3,2012-11-22 14:46:53,../data/serengeti/images/S5_K10_R3_IMAG1151.JPG,22042766-91f8-11e9-806e-000d3a198845,13,S5,ASG000qw89,1,0.09,0.0,0.91,0.0,0.0,giraffe
S5/J01/J01_R2/S5_J01_R2_IMAG0659,S5/J01/J01_R2/S5_J01_R2_IMAG0659.JPG,3,SER_S5#J01#2#276,2048,1536,False,J01,3,2012-09-19 06:48:22,../data/serengeti/images/S5_J01_R2_IMAG0659.JPG,21a87240-91f8-11e9-b1c3-000d3a198845,13,S5,ASG000qg49,1,0.1,0.0,0.8,0.0,0.0,giraffe
S4/I02/I02_R1/S4_I02_R1_IMAG0057,S4/I02/I02_R1/S4_I02_R1_IMAG0057.JPG,1,SER_S4#I02#1#29,2048,1536,False,I02,3,2012-01-22 10:16:38,../data/serengeti/images/S4_I02_R1_IMAG0057.JPG,1c9b1ca8-91f8-11e9-a258-000d3a198845,13,S4,ASG000dysu,1,0.1,0.0,0.95,0.0,0.0,giraffe
S6/E04/E04_R1/S6_E04_R1_IMAG0540,S6/E04/E04_R1/S6_E04_R1_IMAG0540.JPG,1,SER_S6#E04#1#218,2048,1536,False,E04,3,2012-12-07 16:20:01,../data/serengeti/images/S6_E04_R1_IMAG0540.JPG,2569becc-91f8-11e9-a55f-000d3a198845,13,S6,ASG000yrtk,2,0.28,0.0,0.84,0.0,0.0,giraffe
S4/E05/E05_R2/S4_E05_R2_IMAG0392,S4/E05/E05_R2/S4_E05_R2_IMAG0392.JPG,3,SER_S4#E05#2#132,2048,1536,False,E05,3,2012-02-18 11:33:21,../data/serengeti/images/S4_E05_R2_IMAG0392.JPG,1be22b5b-91f8-11e9-8338-000d3a198845,13,S4,ASG000bbg5,1,0.39,0.03,0.0,0.0,0.0,giraffe
S3/B06/B06_R11/S3_B06_R11_IMAG0393,S3/B06/B06_R11/S3_B06_R11_IMAG0393.JPG,1,SER_S3#B06#11#173,2048,1536,False,B06,3,2011-11-15 08:04:19,../data/serengeti/images/S3_B06_R11_IMAG0393.JPG,18042da1-91f8-11e9-9b6e-000d3a198845,13,S3,ASG0008u38,1,0.07,0.0,0.93,0.0,0.0,giraffe
S5/S08/S08_R1/S5_S08_R1_IMAG0063,S5/S08/S08_R1/S5_S08_R1_IMAG0063.JPG,3,SER_S5#S08#1#28,2048,1536,False,S08,3,2012-06-01 15:57:09,../data/serengeti/images/S5_S08_R1_IMAG0063.JPG,241fd976-91f8-11e9-a71e-000d3a198845,13,S5,ASG000taie,1,0.0,0.0,1.0,0.0,0.0,giraffe
S2/R08/R08_R1/S2_R08_R1_IMAG0215,S2/R08/R08_R1/S2_R08_R1_IMAG0215.JPG,2,SER_S2#R08#1#84,2048,1536,False,R08,3,2011-05-03 14:32:07,../data/serengeti/images/S2_R08_R1_IMAG0215.JPG,17a6565f-91f8-11e9-8fbf-000d3a198845,13,S2,ASG0006nk0,1,1.0,0.0,0.0,0.0,0.0,giraffe
S2/E03/E03_R2/S2_E03_R2_IMAG0603,S2/E03/E03_R2/S2_E03_R2_IMAG0603.JPG,3,SER_S2#E03#2#281,2048,1536,False,E03,3,2011-03-29 10:23:42,../data/serengeti/images/S2_E03_R2_IMAG0603.JPG,1496f503-91f8-11e9-be7b-000d3a198845,13,S2,ASG0004dey,1,0.0,0.0,0.92,0.0,0.0,giraffe
S1/K03/K03_R1/S1_K03_R1_PICT0280,S1/K03/K03_R1/S1_K03_R1_PICT0280.JPG,3,SER_S1#K03#1#94,2048,1536,False,K03,3,2010-09-21 08:55:32,../data/serengeti/images/S1_K03_R1_PICT0280.JPG,1284b6a9-91f8-11e9-84ac-000d3a198845,13,S1,ASG0001fj2,1,1.0,0.0,0.0,0.0,0.0,giraffe
S5/G12/G12_R3/S5_G12_R3_IMAG0060,S5/G12/G12_R3/S5_G12_R3_IMAG0060.JPG,1,SER_S5#G12#3#24,2048,1536,False,G12,3,2012-10-17 07:30:13,../data/serengeti/images/S5_G12_R3_IMAG0060.JPG,20e2afc8-91f8-11e9-846c-000d3a198845,13,S5,ASG000pfog,1,0.5,0.0,0.6,0.0,0.0,giraffe
S3/K08/K08_R12/S3_K08_R12_IMAG3673,S3/K08/K08_R12/S3_K08_R12_IMAG3673.JPG,2,SER_S3#K08#12#1250,2048,1536,False,K08,3,2011-12-27 10:51:57,../data/serengeti/images/S3_K08_R12_IMAG3673.JPG,19dc71e5-91f8-11e9-80f1-000d3a198845,13,S3,ASG000adan,1,0.12,0.06,0.88,0.0,0.0,giraffe
S3/G05/G05_R12/S3_G05_R12_IMAG0374,S3/G05/G05_R12/S3_G05_R12_IMAG0374.JPG,1,SER_S3#G05#12#144,2048,1536,False,G05,3,2011-12-24 09:46:05,../data/serengeti/images/S3_G05_R12_IMAG0374.JPG,18c9c97e-91f8-11e9-adcf-000d3a198845,13,S3,ASG0009k77,2,0.67,0.0,0.5,0.0,0.0,giraffe
S5/T10/T10_R3/S5_T10_R3_IMAG0658,S5/T10/T10_R3/S5_T10_R3_IMAG0658.JPG,2,SER_S5#T10#3#229,2048,1536,False,T10,3,2012-11-06 16:39:37,../data/serengeti/images/S5_T10_R3_IMAG0658.JPG,24427ef2-91f8-11e9-8cf2-000d3a198845,13,S5,ASG000tfyo,1,0.0,0.0,1.0,0.0,0.0,giraffe
S6/I04/I04_R2/S6_I04_R2_IMAG0814,S6/I04/I04_R2/S6_I04_R2_IMAG0814.JPG,3,SER_S6#I04#2#310,2048,1536,False,I04,3,2013-03-20 07:51:24,../data/serengeti/images/S6_I04_R2_IMAG0814.JPG,262bd787-91f8-11e9-b9d6-000d3a198845,13,S6,ASG000zo0q,1,0.19,0.0,0.75,0.0,0.0,giraffe
S3/E05/E05_R11/S3_E05_R11_IMAG0339,S3/E05/E05_R11/S3_E05_R11_IMAG0339.JPG,1,SER_S3#E05#11#167,2048,1536,False,E05,3,2011-09-24 12:09:47,../data/serengeti/images/S3_E05_R11_IMAG0339.JPG,18784db1-91f8-11e9-b28b-000d3a198845,13,S3,ASG0007zlh,1,0.91,0.0,0.09,0.0,0.0,giraffe
S6/J01/J01_R1/S6_J01_R1_IMAG0233,S6/J01/J01_R1/S6_J01_R1_IMAG0233.JPG,1,SER_S6#J01#1#91,2048,1536,False,J01,1,2012-12-25 01:01:02,../data/serengeti/images/S6_J01_R1_IMAG0233.JPG,26461554-91f8-11e9-ac7a-000d3a198845,13,S6,ASG000zsq4,1,0.42,0.0,0.58,0.0,0.0,giraffe
S4/F06/F06_R2/S4_F06_R2_IMAG0118,S4/F06/F06_R2/S4_F06_R2_IMAG0118.JPG,1,SER_S4#F06#2#68,2048,1536,False,F06,3,2012-04-21 07:16:00,../data/serengeti/images/S4_F06_R2_IMAG0118.JPG,1c13c43f-91f8-11e9-9ad1-000d3a198845,13,S4,ASG000bd25,1,0.0,0.0,1.0,0.0,0.0,giraffe
S2/K07/K07_R4/S2_K07_R4_IMAG0028,S2/K07/K07_R4/S2_K07_R4_IMAG0028.JPG,1,SER_S2#K07#4#12,2048,1536,False,K07,3,2011-06-19 08:37:50,../data/serengeti/images/S2_K07_R4_IMAG0028.JPG,1690c936-91f8-11e9-a700-000d3a198845,13,S2,ASG0007d4a,1,0.4,0.0,0.6,0.0,0.0,giraffe
S6/C01/C01_R2/S6_C01_R2_IMAG0031,S6/C01/C01_R2/S6_C01_R2_IMAG0031.JPG,2,SER_S6#C01#2#13,2048,1536,False,C01,3,2013-01-31 12:12:23,../data/serengeti/images/S6_C01_R2_IMAG0031.JPG,24e351f4-91f8-11e9-b711-000d3a198845,13,S6,ASG000y6gb,1,0.05,0.0,0.97,0.0,0.0,giraffe
S2/J03/J03_R1/S2_J03_R1_PICT3249,S2/J03/J03_R1/S2_J03_R1_PICT3249.JPG,2,SER_S2#J03#1#1084,2048,1536,False,J03,3,2011-04-03 10:34:46,../data/serengeti/images/S2_J03_R1_PICT3249.JPG,163b7d16-91f8-11e9-bae1-000d3a198845,13,S2,ASG00061a6,1,0.18,0.0,0.91,0.0,0.0,giraffe
S4/F01/F01_R2/S4_F01_R2_IMAG0244,S4/F01/F01_R2/S4_F01_R2_IMAG0244.JPG,1,SER_S4#F01#2#148,2048,1536,False,F01,1,2012-03-19 21:35:31,../data/serengeti/images/S4_F01_R2_IMAG0244.JPG,1c040c92-91f8-11e9-90ef-000d3a198845,13,S4,ASG000bxe3,1,0.29,0.0,0.82,0.0,0.0,giraffe
S4/C13/C13_R1/S4_C13_R1_IMAG5969,S4/C13/C13_R1/S4_C13_R1_IMAG5969.JPG,3,SER_S4#C13#1#2041,2048,1536,False,C13,3,2012-03-23 13:09:19,../data/serengeti/images/S4_C13_R1_IMAG5969.JPG,1b70cd68-91f8-11e9-8ae4-000d3a198845,13,S4,ASG000cjlk,1,0.1,0.0,0.95,0.0,0.0,giraffe
S4/D04/D04_R2/S4_D04_R2_IMAG0488,S4/D04/D04_R2/S4_D04_R2_IMAG0488.JPG,1,SER_S4#D04#2#252,2048,1536,False,D04,3,2012-04-28 12:11:46,../data/serengeti/images/S4_D04_R2_IMAG0488.JPG,1b7d299d-91f8-11e9-9731-000d3a198845,13,S4,ASG000diqt,3,0.67,0.07,0.04,0.0,0.0,giraffe
S4/H05/H05_R1/S4_H05_R1_IMAG4857,S4/H05/H05_R1/S4_H05_R1_IMAG4857.JPG,3,SER_S4#H05#1#1699,2048,1536,False,H05,3,2012-02-01 15:31:35,../data/serengeti/images/S4_H05_R1_IMAG4857.JPG,1c72d264-91f8-11e9-bb40-000d3a198845,13,S4,ASG000dxgk,1,0.08,0.0,0.96,0.0,0.0,giraffe
S2/D10/D10_R1/S2_D10_R1_PICT0053,S2/D10/D10_R1/S2_D10_R1_PICT0053.JPG,1,SER_S2#D10#1#19,2048,1536,False,D10,3,2011-02-24 13:47:13,../data/serengeti/images/S2_D10_R1_PICT0053.JPG,14722ed8-91f8-11e9-b2fe-000d3a198845,13,S2,ASG00047uf,1,0.0,0.0,1.0,0.0,0.0,giraffe
S1/H05/H05_R2/S1_H05_R2_PICT0064,S1/H05/H05_R2/S1_H05_R2_PICT0064.JPG,1,SER_S1#H05#2#22,2048,1536,False,H05,3,2010-09-07 09:40:30,../data/serengeti/images/S1_H05_R2_PICT0064.JPG,1214b722-91f8-11e9-b76f-000d3a198845,13,S1,ASG000126x,2,0.0,0.0,1.0,0.0,0.0,giraffe
S5/E05/E05_R2/S5_E05_R2_IMAG0493,S5/E05/E05_R2/S5_E05_R2_IMAG0493.JPG,1,SER_S5#E05#2#286,2048,1536,False,E05,3,2012-08-04 09:17:17,../data/serengeti/images/S5_E05_R2_IMAG0493.JPG,202b6f49-91f8-11e9-8ae4-000d3a198845,13,S5,ASG000ok8x,1,0.0,0.0,1.0,0.0,0.0,giraffe
S2/D04/D04_R2/S2_D04_R2_PICT0348,S2/D04/D04_R2/S2_D04_R2_PICT0348.JPG,2,SER_S2#D04#2#117,2048,1536,False,D04,3,2011-03-31 13:08:19,../data/serengeti/images/S2_D04_R2_PICT0348.JPG,14535c7c-91f8-11e9-98c4-000d3a198845,13,S2,ASG00042bz,1,0.6,0.0,0.0,0.0,0.0,giraffe
S1/L07/L07_R1/S1_L07_R1_PICT0264,S1/L07/L07_R1/S1_L07_R1_PICT0264.JPG,2,SER_S1#L07#1#89,2048,1536,False,L07,3,2010-09-26 12:31:28,../data/serengeti/images/S1_L07_R1_PICT0264.JPG,12ca99a9-91f8-11e9-88a9-000d3a198845,13,S1,ASG0001okm,1,0.33,0.0,0.06,0.0,0.0,giraffe
S2/D04/D04_R1/S2_D04_R1_PICT0882,S2/D04/D04_R1/S2_D04_R1_PICT0882.JPG,2,SER_S2#D04#1#295,2048,1536,False,D04,3,2011-02-21 14:52:58,../data/serengeti/images/S2_D04_R1_PICT0882.JPG,144c5603-91f8-11e9-9725-000d3a198845,13,S2,ASG00043tq,1,0.1,0.0,0.6,0.0,0.0,giraffe
S6/F05/F05_R1/S6_F05_R1_IMAG1317,S6/F05/F05_R1/S6_F05_R1_IMAG1317.JPG,3,SER_S6#F05#1#759,2048,1536,False,F05,3,2013-02-06 11:08:18,../data/serengeti/images/S6_F05_R1_IMAG1317.JPG,259e3c25-91f8-11e9-9a3b-000d3a198845,13,S6,ASG000z07c,2,0.73,0.0,0.12,0.0,0.0,giraffe
S4/D09/D09_R1/S4_D09_R1_IMAG0287,S4/D09/D09_R1/S4_D09_R1_IMAG0287.JPG,3,SER_S4#D09#1#161,2048,1536,False,D09,3,2012-01-25 10:56:34,../data/serengeti/images/S4_D09_R1_IMAG0287.JPG,1b973f7d-91f8-11e9-b4c1-000d3a198845,13,S4,ASG000edvr,1,0.84,0.0,0.16,0.0,0.0,giraffe
S3/G05/G05_R12/S3_G05_R12_IMAG0382,S3/G05/G05_R12/S3_G05_R12_IMAG0382.JPG,3,SER_S3#G05#12#146,2048,1536,False,G05,3,2011-12-24 11:21:22,../data/serengeti/images/S3_G05_R12_IMAG0382.JPG,18c9c986-91f8-11e9-81de-000d3a198845,13,S3,ASG0009kas,1,0.21,0.0,0.79,0.0,0.0,giraffe
S5/M02/M02_R1/S5_M02_R1_IMAG0128,S5/M02/M02_R1/S5_M02_R1_IMAG0128.JPG,3,SER_S5#M02#1#58,2048,1536,False,M02,3,2012-06-20 10:49:30,../data/serengeti/images/S5_M02_R1_IMAG0128.JPG,225022a5-91f8-11e9-8193-000d3a198845,13,S5,ASG000r91q,1,0.18,0.0,0.82,0.0,0.0,giraffe
S6/B10/B10_R2/S6_B10_R2_IMAG0325,S6/B10/B10_R2/S6_B10_R2_IMAG0325.JPG,1,SER_S6#B10#2#123,2048,1536,False,B10,3,2013-03-11 15:13:22,../data/serengeti/images/S6_B10_R2_IMAG0325.JPG,24d85600-91f8-11e9-9511-000d3a198845,13,S6,ASG000y4me,1,0.14,0.0,0.91,0.0,0.0,giraffe
S1/J08/J08_R1/S1_J08_R1_PICT0113,S1/J08/J08_R1/S1_J08_R1_PICT0113.JPG,2,SER_S1#J08#1#37,2048,1536,False,J08,3,2010-09-19 22:19:40,../data/serengeti/images/S1_J08_R1_PICT0113.JPG,12732a6b-91f8-11e9-beba-000d3a198845,13,S1,ASG0001exz,1,0.92,0.0,0.08,0.0,0.0,giraffe
S1/L07/L07_R1/S1_L07_R1_PICT0275,S1/L07/L07_R1/S1_L07_R1_PICT0275.JPG,1,SER_S1#L07#1#93,2048,1536,False,L07,3,2010-09-26 12:47:24,../data/serengeti/images/S1_L07_R1_PICT0275.JPG,12ca99b4-91f8-11e9-ab64-000d3a198845,13,S1,ASG0001okq,1,0.13,0.0,0.93,0.0,0.0,giraffe
S1/H03/H03_R2/S1_H03_R2_PICT0104,S1/H03/H03_R2/S1_H03_R2_PICT0104.JPG,1,SER_S1#H03#2#36,2048,1536,False,H03,3,2010-10-21 04:31:36,../data/serengeti/images/S1_H03_R2_PICT0104.JPG,120f118e-91f8-11e9-93d5-000d3a198845,13,S1,ASG000124h,1,0.12,0.06,1.0,0.0,0.0,giraffe
S4/I02/I02_R1/S4_I02_R1_IMAG0012,S4/I02/I02_R1/S4_I02_R1_IMAG0012.JPG,1,SER_S4#I02#1#6,2048,1536,False,I02,3,2012-01-07 06:44:10,../data/serengeti/images/S4_I02_R1_IMAG0012.JPG,1c9afb0e-91f8-11e9-b0e1-000d3a198845,13,S4,ASG000dyuo,1,0.4,0.0,0.5,0.0,0.0,giraffe
S6/M02/M02_R2/S6_M02_R2_IMAG0027,S6/M02/M02_R2/S6_M02_R2_IMAG0027.JPG,2,SER_S6#M02#2#10,2048,1536,False,M02,3,2013-02-11 07:30:41,../data/serengeti/images/S6_M02_R2_IMAG0027.JPG,26c00119-91f8-11e9-8568-000d3a198845,13,S6,ASG0010cww,1,0.15,0.0,0.85,0.0,0.0,giraffe
S2/K05/K05_R1/S2_K05_R1_PICT0117,S2/K05/K05_R1/S2_K05_R1_PICT0117.JPG,2,SER_S2#K05#1#40,2048,1536,False,K05,3,2011-02-23 13:20:27,../data/serengeti/images/S2_K05_R1_PICT0117.JPG,1678d314-91f8-11e9-ba55-000d3a198845,13,S2,ASG00079r5,2,0.55,0.0,0.73,0.0,0.0,giraffe
S5/B06/B06_R2/S5_B06_R2_IMAG0194,S5/B06/B06_R2/S5_B06_R2_IMAG0194.JPG,1,SER_S5#B06#2#75,2048,1536,False,B06,3,2012-08-21 06:31:56,../data/serengeti/images/S5_B06_R2_IMAG0194.JPG,1ecd3d45-91f8-11e9-8dff-000d3a198845,13,S5,ASG000n292,1,0.1,0.0,1.0,0.0,0.0,giraffe
S5/C06/C06_R2/S5_C06_R2_IMAG0292,S5/C06/C06_R2/S5_C06_R2_IMAG0292.JPG,3,SER_S5#C06#2#109,2048,1536,False,C06,3,2012-08-20 16:23:48,../data/serengeti/images/S5_C06_R2_IMAG0292.JPG,1f468e8e-91f8-11e9-b89b-000d3a198845,13,S5,ASG000nfq0,1,0.0,0.0,1.0,0.0,0.0,giraffe
S2/K05/K05_R1/S2_K05_R1_PICT0134,S2/K05/K05_R1/S2_K05_R1_PICT0134.JPG,1,SER_S2#K05#1#46,2048,1536,False,K05,3,2011-02-24 06:35:31,../data/serengeti/images/S2_K05_R1_PICT0134.JPG,1678d325-91f8-11e9-8208-000d3a198845,13,S2,ASG00079r1,1,0.0,0.0,1.0,0.0,0.0,giraffe
S5/G02/G02_R3/S5_G02_R3_IMAG0181,S5/G02/G02_R3/S5_G02_R3_IMAG0181.JPG,1,SER_S5#G02#3#107,2048,1536,False,G02,1,2012-10-06 02:03:47,../data/serengeti/images/S5_G02_R3_IMAG0181.JPG,20b86dd1-91f8-11e9-8dd2-000d3a198845,13,S5,ASG000p8np,1,0.2,0.0,0.8,0.0,0.0,giraffe
S5/C10/C10_R3/S5_C10_R3_IMAG1062,S5/C10/C10_R3/S5_C10_R3_IMAG1062.JPG,2,SER_S5#C10#3#395,2048,1536,False,C10,3,2012-11-25 07:06:38,../data/serengeti/images/S5_C10_R3_IMAG1062.JPG,1f6427dc-91f8-11e9-a3bd-000d3a198845,13,S5,ASG000nkyf,1,0.0,0.0,1.0,0.0,0.0,giraffe
